id_shop,title,stars,id_user,text
CS001,Historia Coffee & Eatery,5,U0036,"Warm ambience nya bikin nyaman, berasa lagi di rumah  .. makanan & minumannya oke bgt harga jg affordable  keren lah pokonya,"
CS001,Historia Coffee & Eatery,5,U0037,"Wajib kesini! Makanan dan coffenya enak! Apalagi buat aku yang work from cafe, cocok bgt buat tempat kerja dari ini!"
CS001,Historia Coffee & Eatery,5,U0038,Wajib kesini sii kalian
CS001,Historia Coffee & Eatery,5,U0039,Wajib kesini
CS001,Historia Coffee & Eatery,5,U0040,"Wajib banget ke historia cafe , makanan nya enak , tempat nya cilll nyaman , pelayanan oke ❣️"
CS001,Historia Coffee & Eatery,5,U0041,Wajib banget coba coba mocktail nya seger seger
CS001,Historia Coffee & Eatery,5,U0042,waitressnya baik dan ramah :DDDDDD
CS001,Historia Coffee & Eatery,5,U0043,"Wahh gila sih tempat nya cocok banget buat keluarga  apalagi buat sama doi , the best deh , makanan minuman nya paling josssss bintang 5"
CS001,Historia Coffee & Eatery,5,U0044,"Visited with my family, and we ordered different menus.
Appetizer fries, salad, kroket, quesadilla and tahu cabe garam, Only tahu and quesadilla which less of taste.
Main course pasta, iga bakar, ayam dabu dabu, nasi goreng and fish and chip. Only fish and chip which failed, The coating flour wasn't well mixed.
Drink teh tawar panas, green juice, biscof. They are all okay, except biskof need less sugar.
Dessert brownies cocho almond and matcha cheese cake. They are just fine.
Time service was fast even though our food was served all together at 1 time."
CS001,Historia Coffee & Eatery,5,U0045,"Vibes nya enak banget,tempatnya estetik,clean dan instagramable bgttt,pelayanannya superrrr humble baik2 banget waitersnya,dan kopi series nya juara udah beberapa kali kesini soalnya seruu tiap malam minggu ada live music,bisa buat fam time,hangout sama temen2 atau dinner,place to go Garut wajib kesini!!✨️☕️"
CS001,Historia Coffee & Eatery,5,U0046,Vibes cafenya aesthetic dan makanan minumannya affordable & enak
CS001,Historia Coffee & Eatery,5,U0047,"Vibe nya enak, makananya enak. Apalagi di bagian bawah, recommend!"
CS001,Historia Coffee & Eatery,5,U0048,"Very great for everything! kopinya enak, tempatnya cozy, teamnya juga asik dan ramah semua, makanannya juga gak kalah nampol di mulut, harganya pas banget buat budak corporate, infinity/100"
CS001,Historia Coffee & Eatery,5,U0049,"Very good, staff ramah makanan oke sangat oke pokoknya rekomendasi untuk meeting dan lain lain. estetik juga xixi"
CS001,Historia Coffee & Eatery,5,U0050,very good service and the foods are tasty
CS001,Historia Coffee & Eatery,5,U0051,Very good place and eat...
CS001,Historia Coffee & Eatery,5,U0052,Very Cozy
CS001,Historia Coffee & Eatery,5,U0053,Very comfort
CS001,Historia Coffee & Eatery,5,U0054,varian cheese cake nya smoga bisa d banyakin hehehe soalnya ga suka matcha tp pgn cheese cake
CS001,Historia Coffee & Eatery,5,U0055,"Untuk tempatnya nyaman, cocok buat nongki² bareng teman. Rekomend"
CS001,Historia Coffee & Eatery,5,U0056,"Untuk tempatnya cozy banget bagus buat foto, makanannya enak apalagi es kopi susu historia nya creamy banget"
CS001,Historia Coffee & Eatery,5,U0057,"Untuk tempatnya bagus parkir luas dan makanan minumannya semuanya enak dan harganya pun sangat merakyat di bandingkan dengan cafe"" lain.. so cocok banget buat anak muda yang lagi nyari tempat tongkrongan murah dan nyaman"
CS001,Historia Coffee & Eatery,3,U0058,"Untuk tempat dan pelayanan sih udah okey banget sih.. buat foto-foto juga bagus banget..

Tapi agak kaget kok kopi nya dikasih cuma seuprit banget, udah gelas kopinya kecil, kopinya jg cuma setengah gelas isinya.. karena aku emang suka ngopi, jadi bener-bener kecewa sama kopinya ini"
CS001,Historia Coffee & Eatery,4,U0059,"Untuk suasana kebetulan saya ambil di bawah deket pintu masuk. Honestly, saya agak terganggu dangan posisi meja marmer yang lebih tinggi dibandingkan kursinya sehingga terasa tidak ergonomis dan ketika makan jadi kurang nyaman. Dan kalau boleh saran, pintu masuk sebaiknya ditutup aja karena angin cukup kenceng apalagi saat hujan. After all sih makanan dan minumannya buat saya ok dan enak. Untuk menu yang saya pesan ""Creamy Mushroom Pasta"" definitely recommended!  I just love it! Thank you Historia!"
CS001,Historia Coffee & Eatery,5,U0060,"Untuk nasi ayam gorengnya menurut aku enak banget ditambah porsinya cukup banget, terus buat minuman sweet valentine nya enak nama menunya aneh tapi rasanya sweet banget, untuk pelayanannya juga ramah banget bahkan seru banget pelayanannya"
CS001,Historia Coffee & Eatery,5,U0061,"Untuk minuman nya enak, dan makanan enak juga, tempat nya nyaman dan banyak spot foto yang bagus"
CS001,Historia Coffee & Eatery,5,U0062,untuk harga nyaa lumayan pass gak terlalu mahal untuk tempatnya juga lumayan enak buat nongkrong ngonkrong pelayanan nyaa poll ramah
CS001,Historia Coffee & Eatery,5,U0063,"Untuk harga makanan & minumannya standar nih, enak” juga untuk menunya"
CS001,Historia Coffee & Eatery,5,U0064,"Untuk cafe baru, suasana dan layanannya cukup baik. Next level mungkin disediakan service agar bisa pesen & bayar tanpa datang ke kasir."
CS001,Historia Coffee & Eatery,5,U0065,uhuy sekali buat nongkrong
CS001,Historia Coffee & Eatery,5,U0066,uena
CS001,Historia Coffee & Eatery,5,U0067,"Udah kaya lagunya Ed Sheeran, alias perfect min"
CS001,Historia Coffee & Eatery,5,U0068,Udah dua kali ngerayain ulang tahun di historia soalnya tempat nya estetik
CS001,Historia Coffee & Eatery,5,U0069,"udah 3x datang ke historia, makanan nya super duper enak cuman kalo buat ice kopi susu nya kurang strong kopi nya aga terlalu manis. Selebihnya buat pelayanan sama tempatnya bagus banget bersih pegawai ramah"
CS001,Historia Coffee & Eatery,5,U0070,"Udah 2x kesini, gk nyesel dan selalu nagih.
Suasana nyaman banget, makanan menggugah selera, pelayanannya juga mantap.
Wajib kesini lurr"
CS001,Historia Coffee & Eatery,5,U0071,"Udah 2x bikin event di historia, pokonya jjang!! ❤️‍"
CS001,Historia Coffee & Eatery,5,U0072,Top bgt
CS001,Historia Coffee & Eatery,5,U0073,TOP
CS001,Historia Coffee & Eatery,5,U0074,tmptnyaa lucuuuuu°^
CS001,Historia Coffee & Eatery,5,U0075,tmptnyaa enakk bgtt service nya ok juga ga lama
CS001,Historia Coffee & Eatery,5,U0076,tmptnya bgus dan jga rasanya lumayan
CS001,Historia Coffee & Eatery,5,U0077,Tmpt nya cozy bgt&cocok buat me time/ngumpil sama temen
CS001,Historia Coffee & Eatery,5,U0078,tmpt nya bgus and nyaman
CS001,Historia Coffee & Eatery,5,U0079,"Tmpatnya nyaman, pelayanan nya ramah ramah. Waiter sma barista ny mntp ramah2 smua"
CS001,Historia Coffee & Eatery,5,U0080,"The real uniqe coffeeshop in garut!
Surprised me!"
CS001,Historia Coffee & Eatery,5,U0081,The coffee was so good! You must visit to this cafe. Love the ambience so much.
CS001,Historia Coffee & Eatery,5,U0082,the bestt bangett tempatnya aesthetic rekomendasi bngt
CS001,Historia Coffee & Eatery,5,U0083,"The best tempat favorit aku di garut, tempatnya pw dan makanannya paling enak dan worth it. loppp historia!"
CS001,Historia Coffee & Eatery,5,U0084,the best pokona mah ❤️❤️
CS001,Historia Coffee & Eatery,5,U0085,the best lahh hansss✨.
CS001,Historia Coffee & Eatery,5,U0086,The best banget dari tempatnya nyaman banget dan  makanan nya enak enak
CS001,Historia Coffee & Eatery,5,U0087,The best all menu
CS001,Historia Coffee & Eatery,5,U0088,The best
CS001,Historia Coffee & Eatery,5,U0089,The besstt pokonyaaa harus nyoba ksni
CS001,Historia Coffee & Eatery,5,U0090,"tetehnya someah, ambience nya keren, makanan nya worth it"
CS001,Historia Coffee & Eatery,5,U0091,Teteh nya cantik
CS001,Historia Coffee & Eatery,5,U0092,"teteh blonde cakep bgt, 08 berapa kak?"
CS001,Historia Coffee & Eatery,5,U0093,"Tersedia menu vegetarian yang enak bgtt, chicken salad must try!!"
CS001,Historia Coffee & Eatery,5,U0094,Terrrrrrbaiiiiikkkkk
CS001,Historia Coffee & Eatery,5,U0095,Ternyamannn tempatnya enak bangettt .
CS001,Historia Coffee & Eatery,5,U0096,Ternyaman tempat suasana bali makanan recomended...
CS001,Historia Coffee & Eatery,5,U0097,Terimakasih untuk service dan makanannya tidak mengecewakan
CS001,Historia Coffee & Eatery,5,U0098,"Terima Kasih banyak atas keramahtamahannya, tempat cozy, makanannya juga enak. bukber , meeting young living disini pasti"
CS001,Historia Coffee & Eatery,5,U0099,TERBAIK SAGARUTEUN
CS001,Historia Coffee & Eatery,5,U0100,Terbaik
CS001,Historia Coffee & Eatery,5,U0101,Terbaek pokona mah...
CS001,Historia Coffee & Eatery,5,U0102,Ter the best jojotaroo
CS001,Historia Coffee & Eatery,5,U0103,temptnya nyaman cocok buat nongkrong sama temen
CS001,Historia Coffee & Eatery,5,U0104,"Temptnya baguus kereen,, g gitu2 ajaa.. heee"
CS001,Historia Coffee & Eatery,5,U0105,"Tempatttt makannn Ter the bestttt guyss,hayuuu jngan lupa dateng"
CS001,Historia Coffee & Eatery,5,U0106,tempatt nyaa enakk!! makanannya juga gakalah enakk!!!!
CS001,Historia Coffee & Eatery,5,U0107,"tempatt nyaa cozyyy bgttt + cocok bgt buat foto² soalnya instagramable, menunya worth to buy pelayanan nya jugaa okeee"
CS001,Historia Coffee & Eatery,5,U0108,Tempatt nya enakkk bangetttt
CS001,Historia Coffee & Eatery,5,U0109,Tempatnyaaaa enak bangettttt makananyaaa enak enakkk❤️‍❤️‍
CS001,Historia Coffee & Eatery,5,U0110,TEMPATNYAAA KEREN ABIESSS
CS001,Historia Coffee & Eatery,5,U0111,"tempatnyaa stragetis, nyaman jugaa, makanannya enaak, pelayanan ramaah"
CS001,Historia Coffee & Eatery,5,U0112,"Tempatnyaa sangat sangat nyaman, sukaa banget sama matcha frappe nyaa"
CS001,Historia Coffee & Eatery,5,U0113,"tempatnyaa nyamann untuk me time, cocok untuk para kaum introvert"
CS001,Historia Coffee & Eatery,5,U0114,"Tempatnyaa nyamann pw, makanannya recomended bgttt"
CS001,Historia Coffee & Eatery,5,U0115,tempatnyaa nyaman bgt dan makanannyaa super enakkk
CS001,Historia Coffee & Eatery,5,U0116,Tempatnyaa instagramable dan nyaman bgt
CS001,Historia Coffee & Eatery,5,U0117,"tempatnyaa estetik
bangett pelayanann nya juga baikk , keren pokonyaa sukses terus!!"
CS001,Historia Coffee & Eatery,5,U0118,"Tempatnyaa cozy bangettt aesthetic jugaa suka pokonyaa , tempatnya support bngt buat nugass itu yang paling penting buat mahasiswa , makanan dan minumannya recommended dehh"
CS001,Historia Coffee & Eatery,5,U0119,tempatnyaa baguss nyamann makanannya juga enakkk
CS001,Historia Coffee & Eatery,5,U0120,Tempatnyaa bagus enak
CS001,Historia Coffee & Eatery,5,U0121,Tempatnyaa bagus aesthetic makan nya juga enak2 pelayanan nya juga ramah cocok buat nongkrong2 anak mudaaa
CS001,Historia Coffee & Eatery,5,U0122,"tempatnyaa aesthetic bangettt, nyaman. makanannya juga enak bangettt! pelayananannya juga super bagus. baik, ramah. suka bangett!!"
CS001,Historia Coffee & Eatery,5,U0123,"tempatnya very comfy for brunch, dinner atau untuk mengerjakan tugas. makanan & minumannya enak2"
CS001,Historia Coffee & Eatery,5,U0124,"Tempatnya unik banget dan suasana di dalamnya asik banget. punya pilihan kopi yang enak.cocok bgt buat nongkrong santai atau ngobrol-ngobrol bareng teman-teman. Jadi, kalau klean lagi di Garut, jan lupa mampir ke Historia buat pengalaman kafe yang seru BGT!"
CS001,Historia Coffee & Eatery,5,U0125,"Tempatnya ternyaman apalagi sekarang ada rooftopnyaaa , makanannya enak2 , banyak spot foto Instagrammable banget"
CS001,Historia Coffee & Eatery,5,U0126,Tempatnya super nyaman.. cocok banget buat ngerjain tugas kalo lagi mumet dirumahhhh
CS001,Historia Coffee & Eatery,5,U0127,"tempatnya super nyaman, pelayanan nya juga bagus banget. makanan nya enak2 jugaa, very recommended"
CS001,Historia Coffee & Eatery,5,U0128,Tempatnya super nyaman dan banyak spot foto yang ciamikkk!!!
CS001,Historia Coffee & Eatery,5,U0129,"Tempatnya super cozy, cocok buat ngafe yang estetik✨ makanan nya enak enakk topp dehh.."
CS001,Historia Coffee & Eatery,5,U0130,Tempatnya super cozy enak buat belajar dan kumpul breng keluarga⭐⭐⭐
CS001,Historia Coffee & Eatery,5,U0131,"Tempatnya super aesthetic, nyaman dan bersihpelayanannya the best bgt apalagi makanan & minumannya jugaa enak"" pooollll. Cocok bgt buat kalian yg pengen ngopi/nongkrong"" santaii recommended bgt pokonyaaa"
CS001,Historia Coffee & Eatery,5,U0132,tempatnya supeeeer comfy!! pilihan makanannya juga banyak dan pastinya enak.
CS001,Historia Coffee & Eatery,3,U0133,"Tempatnya sudah estetik bagusMungkin bisa ditingkatkan lagi unk rasa makanan,penyajian dan kebersihan tempat juga ☺️"
CS001,Historia Coffee & Eatery,5,U0134,"Tempatnya strategis, istagramable bnyak buat spot foto menu nya terjangkau di dompet✨"
CS001,Historia Coffee & Eatery,5,U0135,"Tempatnya strategis, cocok banget buat tempat nongkrong bareng temen. Untuk makanannya sangat terjangkau, pokoknya harus cobain kesini!!"
CS001,Historia Coffee & Eatery,5,U0136,Tempatnya sejukkk bangettt
CS001,Historia Coffee & Eatery,5,U0137,"Tempatnya sangat nyaman, pelayanannya sangat baik dan makanannya sangat enak thes best deh pokoknya"
CS001,Historia Coffee & Eatery,5,U0138,"Tempatnya sangat nyaman, pelayanannya baik"
CS001,Historia Coffee & Eatery,5,U0139,"Tempatnya sangat nyaman, enak buat meet"
CS001,Historia Coffee & Eatery,5,U0140,"Tempatnya sangat nyaman dan tentunya dengan menu yang beragam. Menjadi nilai yang sangat luar biasa dengan suasana yang begitu menenangkan. Rekomendasi bagi rekan-rekan yang berkunjung ke Garut, terkhusus warga Jawa Barat."
CS001,Historia Coffee & Eatery,5,U0141,tempatnya sangat nyaman dan rekomended
CS001,Historia Coffee & Eatery,5,U0142,tempatnya sangat nyaman ❤️❤️
CS001,Historia Coffee & Eatery,5,U0143,tempatnya sangat cozy
CS001,Historia Coffee & Eatery,5,U0144,"Tempatnya sangat bagus, pelayanannya sangat ramah❤️"
CS001,Historia Coffee & Eatery,5,U0145,Tempatnya sangat aesthetic
CS001,Historia Coffee & Eatery,5,U0146,Tempatnya recomended banget
CS001,Historia Coffee & Eatery,5,U0147,"tempatnya pw, harganya affordable, makanan sm minumannya enakkkkk"
CS001,Historia Coffee & Eatery,5,U0148,"tempatnya pw bangettt, bagus buat foto foto"
CS001,Historia Coffee & Eatery,5,U0149,"tempatnya pw banget, cocok untuk nongkrong bareng teman teman"
CS001,Historia Coffee & Eatery,5,U0150,"Tempatnya PW ,pelayanannya ramah"
CS001,Historia Coffee & Eatery,4,U0151,"Tempatnya pewe, enak buat nongkrong lama lama heheh"
CS001,Historia Coffee & Eatery,5,U0152,"Tempatnya okee, tapi ruangannya agak panas kalo gaada AC. Minuman terutama kopi nya enak banget dan banyak variasinya. Untuk makanannya, menu nya banyak pilihan dari makanan berat sampe dessert, tapi diserve nya agak lama. Overall tempatnya nyaman dan worth it untuk ngopi"
CS001,Historia Coffee & Eatery,5,U0153,Tempatnya oke dan nyaman untuk nongki ataupun nugas
CS001,Historia Coffee & Eatery,5,U0154,"Tempatnya oke banget, makanannya juga enak2"
CS001,Historia Coffee & Eatery,5,U0155,"tempatnya nyamann,maknannya pun enakkkk"
CS001,Historia Coffee & Eatery,5,U0156,Tempatnya nyaman.. Makanan minumnya juga enak.. Cuma waffle nya alot bgt agak keras... Tapi kita dapat pengganti voucher makan.. Mantab sob
CS001,Historia Coffee & Eatery,5,U0157,Tempatnya nyaman.. barista nya ramahh bangett
CS001,Historia Coffee & Eatery,5,U0158,Tempatnya nyaman. Makanan dan minumannya juga sangat enak. Dan terakhir service nya bagus! Sangat ramah
CS001,Historia Coffee & Eatery,5,U0159,"Tempatnya nyaman. Makanan dan minumannya juga enak. Untuk service nya juga bagus, dari awal masuk sudah di sapa dengan ramah"
CS001,Historia Coffee & Eatery,5,U0160,Tempatnya nyaman. Makanan dan minumannya enak-enak. Recomended
CS001,Historia Coffee & Eatery,5,U0161,"tempatnya nyaman,pelayanannya juga ramah"
CS001,Historia Coffee & Eatery,5,U0162,"Tempatnya nyaman,makanannya enak,porsinya pas,harganya juga terjangkau."
CS001,Historia Coffee & Eatery,5,U0163,"tempatnya nyaman,enak untuk berkumpul sama teman dan layanannya nyaman"
CS001,Historia Coffee & Eatery,5,U0164,"Tempatnya nyaman, varian menunya beragam. Enak enak juga ♡"
CS001,Historia Coffee & Eatery,5,U0165,"Tempatnya nyaman, terang, sirkulasi bagus kipas dinyalakan.. service bagus.
Cocok buat Wfc karena suasana nyaman."
CS001,Historia Coffee & Eatery,5,U0166,"Tempatnya nyaman, staffnya juga ramah"
CS001,Historia Coffee & Eatery,5,U0167,"tempatnya nyaman, pilihan menu nya banyak"
CS001,Historia Coffee & Eatery,5,U0168,"Tempatnya nyaman, pelayanannya ramah baik-baik, makanannya enak jugaa jgn ditanya pesen 2x"
CS001,Historia Coffee & Eatery,5,U0169,"Tempatnya nyaman, pelayanannya bagus, ramah dan memuaskan ✨️"
CS001,Historia Coffee & Eatery,5,U0170,"tempatnya nyaman, pelayanan ramah, makanan enak"
CS001,Historia Coffee & Eatery,5,U0171,"Tempatnya nyaman, pelayanan oke, rasa enak, harga standar."
CS001,Historia Coffee & Eatery,5,U0172,"Tempatnya nyaman, pelayanan nya ramah, makanannya enakkk"
CS001,Historia Coffee & Eatery,5,U0173,"Tempatnya nyaman, menu makanannya beragam dan harganya juga terjangkau"
CS001,Historia Coffee & Eatery,5,U0174,"Tempatnya nyaman, makananya enak minumanya kadih bintang 1000, tapi ada satu hal yang gak enak ( karna tanpa pasangan. Sukses trus historia"
CS001,Historia Coffee & Eatery,5,U0175,"tempatnya nyaman, makanannya juga enak-enak"
CS001,Historia Coffee & Eatery,5,U0176,"Tempatnya nyaman, makanannya enak2.."
CS001,Historia Coffee & Eatery,5,U0177,"Tempatnya nyaman, makanannya enak2, wajib mampir sini klo digarut"
CS001,Historia Coffee & Eatery,5,U0178,"Tempatnya nyaman, makanannya enak. Pelayanannya baik dan ramah sekali"
CS001,Historia Coffee & Eatery,5,U0179,"Tempatnya nyaman, makanannya enak, dan kopinya mantap, pokonya recom braayyy"
CS001,Historia Coffee & Eatery,5,U0180,"Tempatnya nyaman, makanannya enak enak.."
CS001,Historia Coffee & Eatery,5,U0181,"Tempatnya nyaman, makanannya enak enak"
CS001,Historia Coffee & Eatery,5,U0182,"Tempatnya nyaman, makanan enak semuaaa, nyaman buat nongki sama temen atau nugas skripsi"
CS001,Historia Coffee & Eatery,5,U0183,"tempatnya nyaman, makanan dan minumannya enak terutama historia coffee-nya rasanya unik dan creamy"
CS001,Historia Coffee & Eatery,5,U0184,"tempatnya nyaman, enak buat ngumpul sama temen temen"
CS001,Historia Coffee & Eatery,5,U0185,"Tempatnya nyaman, dekat mudah di jangkau, makanan nya sejauh ini enak.
Pelayanan nya baik."
CS001,Historia Coffee & Eatery,5,U0186,"Tempatnya nyaman, bersih, pelayanannya bagus"
CS001,Historia Coffee & Eatery,5,U0187,"tempatnya nyaman, bersih"
CS001,Historia Coffee & Eatery,5,U0188,"Tempatnya nyaman, americano nya best"
CS001,Historia Coffee & Eatery,5,U0189,"tempatnya nyaman, adem bersih, Instagram able bgt. cocok untuk mengisi waktu luang bersama bestie❤️❤️❤️"
CS001,Historia Coffee & Eatery,5,U0190,Tempatnya nyaman viewnya juga instagramable banget cocok buat yg suka foto foto dan nyaman banget buat nongki sama temen
CS001,Historia Coffee & Eatery,5,U0191,"Tempatnya nyaman untuk sekedar ngopi maupun nugas, harganya standar dan makanan/minuman nya enakk terutama lady rose nyaa seger"
CS001,Historia Coffee & Eatery,5,U0192,"Tempatnya nyaman untuk hang out bersama teman, kolega dan makanannya cocok untuk semua kalangan."
CS001,Historia Coffee & Eatery,5,U0193,"tempatnya nyaman sih buat nongkrong sama temen-temen, sodara, keluarga"
CS001,Historia Coffee & Eatery,5,U0194,Tempatnya nyaman sekaliiii
CS001,Historia Coffee & Eatery,5,U0195,tempatnya nyaman sekali buat kumpul bareng teman
CS001,Historia Coffee & Eatery,5,U0196,"Tempatnya nyaman sama makannya enak"" rekomendasi"
CS001,Historia Coffee & Eatery,5,U0197,Tempatnya nyaman sama banyak spot fotonya. Pelayanannya bagus sama ramah banget Huhu… bestt! Makanan sama minumannya bervariasi sama enak enak minumannya juga enakk kopi susunya the best juga recommended banget buat dateng kesini nugas nongkrong pokoknya best✨WiFinya juga nyala enak buat nugas wkwk
CS001,Historia Coffee & Eatery,5,U0198,Tempatnya nyaman pluss sejukk ....
CS001,Historia Coffee & Eatery,5,U0199,"Tempatnya nyaman makananya enak enak paling suka karna ada live music hihi , sukses selaluu historiaaa"
CS001,Historia Coffee & Eatery,5,U0200,Tempatnya nyaman makanan nya enakkk. Enak banget buat kolaborasi mantappppp
CS001,Historia Coffee & Eatery,5,U0201,Tempatnya nyaman luas. Mkanya enak
CS001,Historia Coffee & Eatery,5,U0202,Tempatnya nyaman instagramable bgt makanannya juga banyak pilihan dan enak enak pokonya recomend deh
CS001,Historia Coffee & Eatery,5,U0203,Tempatnya nyaman dan terkini. Untuk pegawainya friendly dan humble. Menu yang disediakan menarik.
CS001,Historia Coffee & Eatery,5,U0204,"tempatnya nyaman dan rapi, clean looks bgt. minuman the best sih trs sekarang dah bisa foto jugaaa seru bgt. plus aa nya ramah deh"
CS001,Historia Coffee & Eatery,5,U0205,tempatnya nyaman dan pelayanannya ramah ramah
CS001,Historia Coffee & Eatery,5,U0206,"Tempatnya nyaman dan pas untuk kumpul"""
CS001,Historia Coffee & Eatery,5,U0207,tempatnya nyaman dan makanannya enak2♡♡
CS001,Historia Coffee & Eatery,5,U0208,Tempatnya nyaman dan makanannya enak
CS001,Historia Coffee & Eatery,5,U0209,Tempatnya nyaman dan makanannya enak
CS001,Historia Coffee & Eatery,5,U0210,Tempatnya nyaman dan makanan nya juga enak
CS001,Historia Coffee & Eatery,5,U0211,"Tempatnya nyaman dan estetik. Menunya juga beragam, rasa dengan harganya juga worth it"
CS001,Historia Coffee & Eatery,5,U0212,tempatnya nyaman dan enak apalagi buat bawa anak
CS001,Historia Coffee & Eatery,5,U0213,Tempatnya nyaman dan bersih
CS001,Historia Coffee & Eatery,5,U0214,"Tempatnya nyaman buat nongkrong, dan cocok banget buat anak muda. Menu pastanya oke"
CS001,Historia Coffee & Eatery,5,U0215,tempatnya nyaman buat nongkrong bikin betah juga
CS001,Historia Coffee & Eatery,5,U0216,Tempatnya nyaman buat hangout dan makanannya juga enak
CS001,Historia Coffee & Eatery,5,U0217,"Tempatnya nyaman bikin betah, stafnya ramah, makanannya enak dan minumannya juga"
CS001,Historia Coffee & Eatery,5,U0218,"Tempatnya nyaman bikin betah hehe
Makanannya enak, apalagi es kopi susunya
Next kesini lagiii"
CS001,Historia Coffee & Eatery,5,U0219,tempatnya nyaman bgttttt
CS001,Historia Coffee & Eatery,5,U0220,"tempatnya nyaman bgtt cocok buat yg suka foto"" hehehe"
CS001,Historia Coffee & Eatery,5,U0221,"Tempatnya nyaman bgt, pelayananya juga okay bgt, yg paling penting siii makanan sm minumanya enak enak ga boong"
CS001,Historia Coffee & Eatery,5,U0222,"Tempatnya nyaman bersih makanannya enak banget kaya cafe cafe bandung
Kebnyakan orang terlalu betah jadi selalu penuh cafenya"
CS001,Historia Coffee & Eatery,5,U0223,Tempatnya nyaman benget buat nongki....
CS001,Historia Coffee & Eatery,5,U0224,"tempatnya nyaman bangettt, banyakk space buat poto” baguss” , makanan nya jugaa enakk” semuaa, adaa tmpt studionya jugaa jdi bisa mampir poto” dulu,wajibb mampir kesiniii dehh"
CS001,Historia Coffee & Eatery,5,U0225,Tempatnya nyaman bangettt
CS001,Historia Coffee & Eatery,5,U0226,"Tempatnya nyaman banget, makanan good, harga terjangkau"
CS001,Historia Coffee & Eatery,5,U0227,"Tempatnya nyaman banget, green teanya is the luv sii ✨"
CS001,Historia Coffee & Eatery,5,U0228,"tempatnya nyaman banget, aku dan eca sukaa!!"
CS001,Historia Coffee & Eatery,5,U0229,tempatnya nyaman banget!!
CS001,Historia Coffee & Eatery,5,U0230,tempatnya nyaman banget dan makanannya enak
CS001,Historia Coffee & Eatery,5,U0231,"Tempatnya nyaman banget dan kopinya enak kek nya wajib banget buat makan dan ngopi sini, server juga ramah"
CS001,Historia Coffee & Eatery,5,U0232,tempatnya nyaman banget buat photo aesthetic bagus banget karyawan nya ramah banget apalagi mas jojo
CS001,Historia Coffee & Eatery,5,U0233,"Tempatnya nyaman banget buat me time, sama pasangan apalagi bawa keluarga✨, recomend banget es kopinyaa♥️"
