transaction_id,user_id,timestamp,amount,location,device_type,is_fraud
125714df-4b97-4c63-bf8b-7218bea6fe5f,user_3388,2026-06-24 22:08:14,3564.71,West Alison,tablet,0
5abc58f0-7c69-4b23-b179-7b059c9854ec,user_4439,2026-06-24 22:08:15,3009.11,Brandonfort,desktop,0
c6253937-276e-4508-a7d6-84d3bde49550,user_6427,2026-06-24 22:08:16,4424.67,Rodriguezville,tablet,0
55af7b08-8002-4646-abe2-fa4952c6372f,user_3543,2026-06-24 22:08:17,4892.51,Wendyville,tablet,1
afde8738-6ec2-48eb-8228-56c3137eeace,user_1222,2026-06-24 22:08:18,1993.19,Cortezfort,tablet,0
3a88ae03-7223-48c5-bce0-c9aee4aafece,user_6232,2026-06-24 22:08:19,4950.38,Ramirezmouth,desktop,1
75dc6499-40a4-44bd-9fc1-7bf02edfe214,user_8527,2026-06-24 22:08:20,1779.18,Clarkton,desktop,0
2cd18563-993d-4ebe-876d-a78797df7d05,user_7721,2026-06-24 22:08:21,3173.54,Wrightton,mobile,0
8c20f3e2-ade3-4c45-8062-22d0b8d4b5dd,user_3447,2026-06-24 22:08:22,1033.12,Deborahbury,desktop,0
02a99626-956f-416f-8249-cc4e001b038b,user_2477,2026-06-24 22:08:23,3367.73,Adamschester,mobile,0
3fee16cc-eaf9-4427-a155-8862194c6fe0,user_6447,2026-06-24 22:08:24,4659.99,East Matthewport,mobile,0
f9c59252-73b7-46b3-ac49-ca415c07a342,user_2574,2026-06-24 22:08:25,1421.69,West Emilystad,mobile,0
2e75c96a-a74e-4480-bd1a-cfbab8e2663e,user_9316,2026-06-24 22:08:26,3817.88,New Lisatown,mobile,0
517f9a9b-9d6f-4e81-9a99-21c1ce735da7,user_5312,2026-06-24 22:08:27,3821.72,Callahanview,mobile,0
c03a073b-ea5e-4c60-a0ac-b0c58cd4cce4,user_3557,2026-06-24 22:08:28,3210.94,Port Heatherhaven,tablet,0
0df4787c-7a2c-4aaf-b347-57f2df6d2eb4,user_7477,2026-06-24 22:08:29,106.55,East Joann,mobile,0
013dbdc6-e5ed-44c3-bd9c-86b4e33ac800,user_9581,2026-06-24 22:08:30,770.29,Freemanhaven,desktop,0
9b4455b9-b447-44ec-bea8-3f20b333c7c0,user_5731,2026-06-24 22:08:31,2476.67,Brownport,tablet,0
560e0100-0612-497d-975b-8cf1fb7654e3,user_3963,2026-06-24 22:08:32,2653.61,Lake Diane,desktop,0
b64811cf-e283-432c-a586-8d359ecfb0b7,user_7908,2026-06-24 22:08:33,4766.76,North Davidville,tablet,1
2990748d-752c-438b-9a2f-0fbd48c84c82,user_8413,2026-06-24 22:08:34,2212.5,Margaretside,mobile,0
87dfe9ac-d34a-45b7-a2c0-87a1ac7c6f26,user_8127,2026-06-24 22:08:35,1372.76,Brewershire,tablet,0
6eb8602d-d065-48d2-8221-5f9722d8b6d2,user_1596,2026-06-24 22:08:36,3719.86,Jenniferview,tablet,0
c3f38348-9c07-431c-b64b-de4a55aa5523,user_7940,2026-06-24 22:08:37,1057.62,Sharpside,desktop,0
35e0675d-f83b-4550-a932-49c5c272efc2,user_2670,2026-06-24 22:08:38,649.3,Port Christina,desktop,0
41ef77b1-0f0f-480c-b497-041db3b063ad,user_1616,2026-06-24 22:08:39,692.18,West Julie,desktop,0
a22b3b31-3663-4f61-a860-d95423323782,user_7246,2026-06-24 22:08:40,648.82,Lake Christy,mobile,0
9018fe01-720f-4eca-9d69-2e494e8d14c9,user_9693,2026-06-24 22:08:41,2557.99,North Ryan,mobile,0
28e52d71-38dc-41b3-809c-3c67208757c0,user_9972,2026-06-24 22:08:42,2960.49,Lake Rebecca,mobile,0
c6e5953e-20f8-4a58-be2a-5fc45569514e,user_4478,2026-06-24 22:08:43,3743.04,Katherineville,mobile,0
e0447d16-8910-412b-969d-f97dc2d9d13d,user_2151,2026-06-24 22:08:44,580.79,Adamsstad,desktop,0
1a8ee917-7dbd-4c2c-8f90-37a7f8725609,user_6615,2026-06-24 22:08:45,818.51,Jonathanberg,mobile,0
bf904a01-1ef4-47ce-be4c-8f8c44291c67,user_6390,2026-06-24 22:08:46,2989.83,South Cherylhaven,tablet,0
0ba67897-0d7d-473a-bbce-9c09bec78e38,user_5591,2026-06-24 22:08:47,744.52,Sylviatown,tablet,0
aca5a5ba-bcdd-46d6-8886-b43d0785cda1,user_7094,2026-06-24 22:08:48,933.74,East Janet,desktop,0
d9696343-8357-4702-8c16-a65e39753b4d,user_9900,2026-06-24 22:08:49,2796.76,Rodriguezstad,tablet,0
446a0057-05c1-4f0e-9a48-a6aa16612a26,user_4778,2026-06-24 22:08:50,4659.7,New Markshire,tablet,1
4cac9729-8eef-4d86-b30b-2d12bf393856,user_1291,2026-06-24 22:08:51,887.79,East Micheleberg,tablet,0
495d002d-b0f9-442f-8574-b271032377ae,user_7863,2026-06-24 22:08:52,1403.04,North Nicholastown,mobile,0
612b0b0a-4e64-41a2-8494-4630ece2ef1e,user_2687,2026-06-24 22:08:53,3626.62,North Andrea,mobile,0
eecf5031-6857-4952-a074-45e4cc53901d,user_2808,2026-06-24 22:08:54,2108.92,Lake Williamview,mobile,0
d83f658a-92c3-4dd6-901f-0d58e2633285,user_9691,2026-06-24 22:08:55,3769.85,Lake Janiceborough,mobile,0
6e33c672-655d-43da-bc49-3f4f6f2ade22,user_5019,2026-06-24 22:08:56,229.15,New Alan,tablet,0
bd134e3f-850f-4387-b789-8a00e056f67c,user_2476,2026-06-24 22:08:57,3789.75,Herreramouth,mobile,0
20e538a4-a2ed-4f8d-892f-257d920b48b4,user_7645,2026-06-24 22:08:58,2252.28,Ronaldton,mobile,0
45b1b8ec-c92f-4d34-b53e-47a8fad2dab6,user_2531,2026-06-24 22:08:59,2370.31,Bonniehaven,tablet,0
2e566335-30fd-40d1-ba54-123c691c0c8e,user_3198,2026-06-24 22:09:00,2252.94,Lake Olivia,mobile,0
0816db86-fb6a-46c1-8335-71f911992d7a,user_8932,2026-06-24 22:09:01,2599.26,Dorseyport,desktop,0
40492700-a2c2-47bb-84a7-60333854d00d,user_5103,2026-06-24 22:09:02,3140.31,Jeanneshire,tablet,0
ecac8b6e-6ccd-4790-892a-c2a4aa3cb02c,user_3133,2026-06-24 22:09:03,3106.14,North Brandi,desktop,0
8d2ba365-562c-4e6f-adc9-b57c53a1cd50,user_6746,2026-06-24 22:09:04,656.94,Tannerport,mobile,0
3fddb008-68ce-4528-b9d3-f422eeaeae89,user_7911,2026-06-24 22:09:05,3294.53,South Joy,desktop,0
e2c01e88-fe54-46e4-8883-4f875cea71e9,user_8294,2026-06-24 22:09:06,3248.79,Lake Karistad,tablet,0
68ea51d2-bfb6-483b-adb3-993752e496b6,user_8312,2026-06-24 22:09:07,953.19,South Michael,desktop,0
356bb74b-2437-49bf-a00a-106080e878e2,user_9997,2026-06-24 22:09:08,1846.41,West Joshuahaven,mobile,0
67c0bad6-419d-4217-9404-5534b0dc0ae3,user_7047,2026-06-24 22:09:09,4671.5,Bryanchester,tablet,0
50308efd-c991-459e-b579-24d95ff4a48d,user_6862,2026-06-24 22:09:10,1037.1,North Elizabethside,mobile,0
87009da3-54f9-4f81-891a-dd3cf3d45b8e,user_7724,2026-06-24 22:09:11,3836.5,Ryanborough,tablet,0
b4f90b79-3765-4345-8da9-c527158c8894,user_7862,2026-06-24 22:09:12,3024.71,Reneefort,desktop,0
6abe6e51-0597-48d6-99e1-833f9e139768,user_9481,2026-06-24 22:09:13,514.13,Crystaltown,tablet,0
a7b4d03b-79c9-4029-8f60-f13d389abace,user_3315,2026-06-24 22:09:14,968.54,Ruizland,mobile,0
89bc086a-6526-4924-9846-37b9015cd3f2,user_4266,2026-06-24 22:09:15,584.77,Port Lee,desktop,0
e0ae9892-8f66-482f-876b-24d4fd9d5427,user_7157,2026-06-24 22:09:16,259.43,New Markberg,desktop,0
2f2f67ce-dc3f-43c5-a145-e85b3e5a4f4d,user_5430,2026-06-24 22:09:17,799.79,Martinstad,tablet,0
72005fc4-b885-4c80-93a3-679fc4b032ff,user_8809,2026-06-24 22:09:18,1419.62,Port Chris,tablet,0
bf9a556f-d9ac-47d6-bf02-7ba97124531d,user_5850,2026-06-24 22:09:19,3298.23,Smithland,mobile,0
e897d3af-5e83-4f2e-932d-0cef49bdd52b,user_3461,2026-06-24 22:09:20,556.53,Jamesside,mobile,0
ef67baf9-2683-465d-b997-1ff2ef3bfaa3,user_4535,2026-06-24 22:09:21,3947.52,South Kiarachester,tablet,0
6235f117-4bf7-4343-b14f-b12a2edbed22,user_5626,2026-06-24 22:09:22,1295.63,Acevedoton,mobile,0
55fe967f-95b8-4169-a378-ac1f4a8cb4a2,user_1406,2026-06-24 22:09:23,2138.67,Dianaburgh,tablet,0
30c25b0b-57b1-48e4-9074-3ad701faa7ed,user_9942,2026-06-24 22:09:24,4542.07,Michellemouth,tablet,1
0b8e0c84-c1c9-4522-913f-4824d96711bc,user_6283,2026-06-24 22:09:25,4546.18,South Christopher,mobile,1
a8c5302a-6aad-416a-b250-164813948177,user_8088,2026-06-24 22:09:26,3403.18,South Diana,desktop,0
12bc013f-42c2-40bf-a82f-29b85640f3f8,user_3253,2026-06-24 22:09:27,2152.04,Hallstad,tablet,0
e3138385-45be-4073-80b3-5acedb1ee0da,user_3589,2026-06-24 22:09:28,3618.28,Lake David,mobile,0
c831a924-cde4-46a5-87da-dce99eb83dc1,user_7906,2026-06-24 22:09:29,3028.89,West Samuelmouth,tablet,0
9c06740c-b27f-4f02-b47d-a15904a504fa,user_7369,2026-06-24 22:09:30,3519.44,Katherineland,desktop,0
3a34b786-bb3f-4981-b66c-8a1702ab11ec,user_3514,2026-06-24 22:09:31,341.46,East Tyler,desktop,0
04312b31-3403-4ac0-b23d-09d99498d6b5,user_6319,2026-06-24 22:09:32,83.41,Smithstad,desktop,0
d3e5afea-788a-4162-981c-06daecf50af4,user_3030,2026-06-24 22:09:33,2195.38,Simpsonborough,desktop,0
a41353c5-4c54-412a-ac5a-cc1d98b261a2,user_4575,2026-06-24 22:09:34,3380.3,New Marybury,mobile,0
aae90be3-b035-4c5e-8bfe-a0ef6f4c3663,user_1156,2026-06-24 22:09:35,3747.44,Lake Elizabethstad,desktop,0
0beb0d60-4ec6-4909-8501-c43ba54c4105,user_9980,2026-06-24 22:09:36,1147.51,Baileymouth,tablet,0
b4b29502-3e2a-4c61-a8a1-1f911e63b693,user_4285,2026-06-24 22:09:37,3425.06,Millermouth,mobile,0
ad80bcde-21bf-4bb5-bf42-9baa8c90609a,user_8582,2026-06-24 22:09:38,3940.9,Catherinebury,desktop,0
e2eacfd1-3abc-46c7-be22-176f4b894a79,user_9605,2026-06-24 22:09:39,1103.02,New Kevin,mobile,0
3245ccd4-824d-45f2-8a14-53faf5682cc6,user_6706,2026-06-24 22:09:40,2506.81,Jennifermouth,mobile,0
4e451126-21f5-47f5-8127-156912687391,user_6258,2026-06-24 22:09:41,130.09,Nancyfurt,tablet,0
874a37a2-923b-4f53-8968-667da80ec429,user_6166,2026-06-24 22:09:42,3194.73,Sethville,mobile,0
af33304c-eaf5-46cc-8ff7-93862d6cd2bf,user_6992,2026-06-24 22:09:43,3729.51,Robinsonport,desktop,0
2bb971ab-d684-4f17-b517-50e24a43503a,user_2968,2026-06-24 22:09:44,2011.73,Kathleenfort,desktop,0
7b7ce8a6-882d-481e-850c-fd1527ce4f93,user_6855,2026-06-24 22:09:45,1952.8,Peterchester,tablet,0
a7821f95-69a3-47d7-a548-5f93fc358bf3,user_1448,2026-06-24 22:09:46,2291.8,New Rubenfort,desktop,0
0f6cf8bc-b90a-426b-bbf9-3ec0aadf6de7,user_8685,2026-06-24 22:09:47,615.11,Castroport,mobile,0
1853fb6e-311b-4f34-a457-c4bfb6c89f23,user_9220,2026-06-24 22:09:48,4412.88,Garrettview,desktop,1
5cd77008-fbc6-41d0-90f4-c971a4ed5dcf,user_7691,2026-06-24 22:09:49,3355.22,Baileyburgh,tablet,0
673a2a05-767b-4c3a-a207-1766a1e496c3,user_2242,2026-06-24 22:09:50,4124.37,East Scott,mobile,1
10c7566c-89db-4c17-8784-a0a89248a902,user_1378,2026-06-24 22:09:51,2581.4,East Thomasshire,desktop,0
d216bc35-5e55-4a25-b51c-f6cabdd5493e,user_1479,2026-06-24 22:09:52,4762.46,West Melissahaven,tablet,1
ea7174b0-e1fd-44e4-b1f3-978684f84c8c,user_8584,2026-06-24 22:09:53,2835.95,East Crystalberg,desktop,0
7805b8de-d95a-45c4-81c3-83ac40f5c450,user_4495,2026-06-24 22:09:54,529.58,Lauriemouth,desktop,0
312c3b89-eab6-4743-af2d-f36d001a706a,user_6637,2026-06-24 22:09:55,3586.14,North Margaret,mobile,0
abcd6ef4-c968-4ee9-8b49-01a2076bc34e,user_8325,2026-06-24 22:09:56,1433.33,North Timothy,desktop,0
e7773961-ea59-401a-9f3e-432c53a16053,user_3401,2026-06-24 22:09:57,4738.71,South Kristatown,desktop,1
564a1267-7d41-4ec0-ad5e-910f18bda7da,user_1077,2026-06-24 22:09:58,2766.19,Nathanmouth,desktop,0
acf0b544-6d7f-48d4-85b6-aa95a0fc8189,user_6342,2026-06-24 22:09:59,3648.03,Robertville,mobile,0
326b1360-2f05-4dec-9236-7ae5abb329eb,user_4474,2026-06-24 22:10:00,4826.14,Smithport,tablet,1
26b55bb0-55ec-4101-899b-4fd13cd0e6a0,user_6586,2026-06-24 22:10:01,3417.84,Davidfort,tablet,0
959f3ebb-cfcb-4213-9fe4-e18e073fd71a,user_3930,2026-06-24 22:10:02,1671.61,South Gabriel,desktop,0
ba74ef07-a638-416a-ae45-2908f385b237,user_9390,2026-06-24 22:10:03,4412.85,North Darrellbury,desktop,1
dc839d03-cc98-421e-82c8-e894100c0023,user_7036,2026-06-24 22:10:04,2514.62,New Jessica,mobile,0
c5119f9d-8834-460f-b129-f40ace8116d5,user_3699,2026-06-24 22:10:05,1725.34,Davidfurt,tablet,0
6fcce500-2b25-43a9-9f6a-aa48829cfcac,user_9910,2026-06-24 22:10:06,203.84,New Robertview,desktop,0
503c9c10-961f-48d9-883b-f9e002a63936,user_7078,2026-06-24 22:10:07,4395.67,Port Nicholas,mobile,1
f56b0081-b287-4c8f-94c1-8f2d4f57b85b,user_6734,2026-06-24 22:10:08,1880.26,Bradstad,tablet,0
e6c4991a-6c61-41cd-879e-ff48a4a3ce4e,user_8212,2026-06-24 22:10:09,1273.42,Schmidtborough,tablet,0
42214241-69d6-43ae-91e3-bcddb05d6aef,user_2974,2026-06-24 22:10:10,614.76,Hillside,desktop,0
e61f2b82-b2ae-4844-a695-d4765299f954,user_1616,2026-06-24 22:10:11,1629.33,North Davidhaven,tablet,0
91445583-6150-4bcb-aa22-a78cc9f6e3c0,user_7927,2026-06-24 22:10:12,3782.31,Nixonville,mobile,0
addcf129-13a8-404f-977a-89902609c709,user_8550,2026-06-24 22:10:13,423.34,Traceyshire,tablet,0
84db5586-d2ab-45eb-8cad-1df58ed59017,user_1321,2026-06-24 22:10:14,2003.64,Mariahaven,desktop,0
ad91869d-978e-4c48-aa40-dde9f53e1b9f,user_6154,2026-06-24 22:10:15,3592.21,Port Katherinetown,mobile,0
4b1c3ffd-06d4-422d-a992-24fd1d9a8ad7,user_3020,2026-06-24 22:10:16,3147.94,Berryside,mobile,0
dbf3af02-84fb-4f5c-93bf-31286962a4b6,user_7267,2026-06-24 22:10:17,1091.55,Tammyhaven,tablet,0
869059ad-0065-41eb-aaee-7f2f8af1449e,user_1490,2026-06-24 22:10:18,1527.36,Baileyshire,desktop,0
272d00b4-f307-4e55-a923-29cb049b77b8,user_9647,2026-06-24 22:10:19,3660.18,Brewerchester,mobile,0
410c6205-e6b1-4c77-9554-20045dea3786,user_3993,2026-06-24 22:11:23,4562.63,Haroldville,mobile,1
ff8b8f7c-da1e-4b2d-88ae-47053d735bce,user_4879,2026-06-24 22:11:24,234.61,Jerrybury,desktop,0
c4022bd4-8cb0-46c6-8852-ed69bea9b01a,user_5792,2026-06-24 22:11:25,340.98,Lake Gregoryberg,tablet,0
f7ed99cb-1290-4459-8bf8-a77da97405ff,user_9162,2026-06-24 22:11:26,1016.43,New Brian,desktop,0
658a6251-b2d7-4b5c-97c7-b1af96f6fa32,user_8656,2026-06-24 22:11:27,3844.25,Nicholsmouth,mobile,0
9e98d198-e704-437b-9e9f-cb26d6ee1305,user_4917,2026-06-24 22:11:28,1575.22,Lake Kristen,tablet,0
4478efa9-05e7-48ac-babc-068394c43230,user_7932,2026-06-24 22:11:29,3015.25,Fordhaven,tablet,0
1d501dad-5618-4687-b1a2-59a3fe3f7e62,user_1668,2026-06-24 22:11:30,2069.38,New Adam,mobile,0
dc1046a4-0e26-4cc5-be06-96b9dae4d495,user_1104,2026-06-24 22:11:31,4166.73,Tiffanyport,tablet,1
f0e6eb41-dbda-4594-bfb8-bd378f984fd5,user_3664,2026-06-24 22:11:32,3277.39,Lake Janice,desktop,0
ab280b4e-d262-4653-b8bc-e30e864eb379,user_6712,2026-06-24 22:11:33,1403.72,Port Marybury,mobile,0
495a6f36-9c6c-408b-9293-2e930e330e08,user_6199,2026-06-24 22:11:34,759.94,North Scottchester,mobile,0
82b0356a-5428-4f97-9fe0-e8bb747ba10d,user_4305,2026-06-24 22:11:35,1503.92,Port Toddshire,tablet,0
ca4d4933-85c0-4a56-85bc-2e6d425f4ceb,user_1328,2026-06-24 22:11:36,4603.43,Espinozaside,mobile,1
857aeaed-70fb-4a32-b727-ee3234ddb067,user_8248,2026-06-24 22:11:37,4122.3,East Joseph,desktop,1
671e936b-3a02-44aa-8bd8-bffd73cb59a6,user_4752,2026-06-24 22:11:38,2810.62,Dustinmouth,desktop,0
8cc0334b-8949-4b67-b6df-ddce7d3a1644,user_7705,2026-06-24 22:11:39,2763.41,Port Stephanie,mobile,0
bfb99d34-e3ee-407a-a289-da15eeda0c91,user_6766,2026-06-24 22:13:07,1064.98,Soniashire,desktop,0
58cc9e79-d869-469d-b9b3-40f76d829dd4,user_4602,2026-06-24 22:13:08,3462.82,West Sarahtown,desktop,0
9b58a9ff-569e-4ed1-94b0-03376dab3fa6,user_3334,2026-06-24 22:13:10,4167.09,New Heather,mobile,1
ff03af98-4c73-4d6d-9f2a-c004c3ae8b42,user_9522,2026-06-24 22:13:11,127.3,Howardborough,tablet,0
41ea5012-c014-4cba-aecf-b65fc24ad325,user_9156,2026-06-24 22:13:12,4942.26,Jasonmouth,tablet,1
fd365da7-ce39-44ac-9708-0b248b44c0d5,user_8832,2026-06-24 22:13:13,1443.0,North Joy,desktop,0
19ff74bd-344c-4bcb-8fa4-348334416616,user_3160,2026-06-24 22:13:14,1940.34,Port Shaun,tablet,0
b0a9b00b-f52d-4610-8b05-06a53f481d72,user_2876,2026-06-24 22:13:15,4801.21,Barbaraton,desktop,1
56c2b155-6380-4dc9-829c-a88d95c77533,user_9187,2026-06-24 22:13:16,1817.27,Christianburgh,mobile,0
1a015bd8-2a6b-4402-a328-05d3e15492ab,user_8518,2026-06-24 22:13:17,3173.35,Berrystad,tablet,0
1f5bb316-18ec-4ca5-b9e7-af4da43dd552,user_3788,2026-06-24 22:13:18,4222.96,Lake Briana,desktop,1
ee113ca9-6c0f-452c-ae38-bba735276aaa,user_9517,2026-06-24 22:13:19,2120.43,South Lindsayview,tablet,0
7c111904-e89d-4245-8dc3-0044fc909cc1,user_9246,2026-06-24 22:13:20,4356.42,Lake Johnton,mobile,0
b6b056f9-1564-4ed3-83b6-091401a79a9d,user_5736,2026-06-24 22:13:21,1648.97,Christinahaven,mobile,0
30d7ae8c-161a-4cbd-a220-1ef85e29a6b1,user_7114,2026-06-24 22:13:22,1963.81,Sierraport,tablet,0
a44b3d30-dbd0-4ab7-840c-8906d55192a3,user_6828,2026-06-24 22:13:23,2672.67,Janiceland,tablet,0
4ca830f2-fceb-4650-bb05-298c50b2d792,user_6890,2026-06-24 22:13:24,220.17,Shannonport,desktop,0
40de5d92-bc9a-4704-b4fc-7a4113a25081,user_5953,2026-06-24 22:13:25,4196.16,Port Anthony,mobile,1
c126a4cc-53ff-464b-941e-5223a05678ec,user_6339,2026-06-24 22:13:26,333.47,Christophertown,tablet,0
01edc4eb-0d08-4616-9243-d9b8a81b0bed,user_7240,2026-06-24 22:13:27,3516.6,Danielberg,mobile,0
4a2f198d-c687-43e7-b2ea-809f5da6c72f,user_7616,2026-06-24 22:13:28,1886.68,Wilsonfort,tablet,0
19a81a7c-0f40-4907-8e93-293ccde73828,user_8963,2026-06-24 22:13:29,4487.87,Port Darrenburgh,desktop,1
cd3ce0a5-ffb5-4a33-b87a-45fdbf0b95d1,user_8022,2026-06-24 22:13:30,1057.12,Johnsonport,tablet,0
3b11c788-9593-454c-b9d7-87ed572f671c,user_4269,2026-06-24 22:13:31,4635.0,Thompsonmouth,desktop,1
c624b85c-b02a-4cce-835c-1151996c138f,user_9399,2026-06-24 22:13:32,1828.65,Tammystad,desktop,0
83d141ba-3713-43c5-b69b-69c4e4bb5b53,user_3987,2026-06-24 22:13:33,4591.73,Williamland,tablet,1
fe3d4c03-4e91-49b1-b184-085483f928e0,user_1006,2026-06-24 22:13:34,4530.18,Simpsonstad,desktop,1
